Time [s],Packet ID,Address,Data,Read/Write,ACK/NAK
4.33218,112,0x3D,0x24,Read,ACK
4.3343305,112,0x3D,0x00,Read,ACK
4.336481,112,0x3D,0xA1,Read,ACK
4.3386325,112,0x3D,0xFE,Read,ACK
4.340783,112,0x3D,0xF1,Read,NAK
4.398699,113,0x3C,0x03,Write,ACK
4.4033745,114,0x3D,0x01,Read,ACK
4.4055255,114,0x3D,0x25,Read,ACK
4.4076765,114,0x3D,0x00,Read,ACK
4.409828,114,0x3D,0xA1,Read,ACK
4.4119785,114,0x3D,0xFE,Read,ACK
4.4141295,114,0x3D,0xF2,Read,NAK
4.4720435,115,0x3C,0x03,Write,ACK
4.4767185,116,0x3D,0x01,Read,ACK
4.4788695,116,0x3D,0x25,Read,ACK
4.48102,116,0x3D,0x00,Read,ACK
4.4831705,116,0x3D,0xA5,Read,ACK
4.485322,116,0x3D,0xFE,Read,ACK
4.4874725,116,0x3D,0xF4,Read,NAK
4.545387,117,0x3C,0x03,Write,ACK
4.5500625,118,0x3D,0x01,Read,ACK
4.552213,118,0x3D,0x21,Read,ACK
4.554364,118,0x3D,0x00,Read,ACK
4.5565145,118,0x3D,0xA4,Read,ACK
4.5586655,118,0x3D,0xFF,Read,ACK
4.560577,118,0x3D,0x7B,Read,ACK
4.6184925,119,0x3E,0x01,Write,NAK
4.623407,120,0x3D,0x01,Read,ACK
4.6255575,120,0x3D,0x24,Read,ACK
4.627708,120,0x3D,0x00,Read,ACK
4.6298595,120,0x3D,0xA8,Read,ACK
4.63201,120,0x3D,0xFE,Read,ACK
4.634161,120,0x3D,0xF3,Read,NAK
4.6920745,121,0x3C,0x03,Write,ACK
4.69675,122,0x3D,0x01,Read,ACK
4.6989005,122,0x3D,0x27,Read,ACK
4.701052,122,0x3D,0x00,Read,ACK
4.7032025,122,0x3D,0xA7,Read,ACK
4.7053535,122,0x3D,0xFE,Read,ACK
4.707505,122,0x3D,0xF7,Read,NAK
4.765419,123,0x3C,0x03,Write,ACK
4.7700945,124,0x3D,0x01,Read,ACK
4.772245,124,0x3D,0x24,Read,ACK
4.774396,124,0x3D,0x00,Read,ACK
4.7765465,124,0x3D,0xA5,Read,ACK
4.7786975,124,0x3D,0xFE,Read,ACK
4.7808485,124,0x3D,0xF2,Read,NAK
4.8387625,125,0x3C,0x03,Write,ACK
4.8434375,126,0x3D,0x01,Read,ACK
4.845589,126,0x3D,0x21,Read,ACK
4.8475005,126,0x3D,0x00,Read,ACK
4.8534755,127,0x9F,0x9E,Read,NAK
4.9121105,128,0x3C,0x03,Write,ACK
4.916786,129,0x3D,0x01,Read,ACK
4.9189375,129,0x3D,0x26,Read,ACK
4.921088,129,0x3D,0x00,Read,ACK
4.923239,129,0x3D,0xA7,Read,ACK
4.92539,129,0x3D,0xFE,Read,ACK
4.9275405,129,0x3D,0xF0,Read,NAK
4.985454,130,0x3C,0x03,Write,ACK
4.99013,131,0x3D,0x01,Read,ACK
4.9922815,131,0x3D,0x25,Read,ACK
4.994432,131,0x3D,0x00,Read,ACK
4.996583,131,0x3D,0xA8,Read,ACK
4.998734,131,0x3D,0xFE,Read,ACK
5.0008845,131,0x3D,0xF3,Read,NAK
5.0588005,132,0x3C,0x03,Write,ACK
5.0634765,133,0x3D,0x01,Read,ACK
5.0656275,133,0x3D,0x25,Read,ACK
5.0677785,133,0x3D,0x00,Read,ACK
5.0699295,133,0x3D,0xA8,Read,ACK
5.07208,133,0x3D,0xFE,Read,ACK
5.074231,133,0x3D,0xF1,Read,NAK
5.1321445,134,0x3C,0x01,Write,NAK
5.1368195,135,0x3D,0x01,Read,ACK
5.138971,135,0x3D,0x25,Read,ACK
5.1411215,135,0x3D,0x00,Read,ACK
5.143272,135,0x3D,0xA8,Read,ACK
5.145423,135,0x3D,0xFE,Read,ACK
5.1475735,135,0x3D,0xF1,Read,NAK
5.205487,136,0x3C,0x03,Write,ACK
